t, 1, 2, 3, 4
 9.2544035e+00,  1.3494039e-01,  1.2545947e-02,  1.4440099e-01, -1.9268645e-01
 9.4455229e+00,  1.4034283e-01,  1.5447936e-02,  1.4191374e-01, -1.9325878e-01
 9.6366009e+00,  1.4597392e-01,  1.8270857e-02,  1.3941651e-01, -1.9385980e-01
 9.8276364e+00,  1.5180129e-01,  2.0972371e-02,  1.3693475e-01, -1.9448448e-01
 1.0018629e+01,  1.5778454e-01,  2.3522609e-02,  1.3449006e-01, -1.9512936e-01
 1.0209577e+01,  1.6387790e-01,  2.5902629e-02,  1.3210017e-01, -1.9579271e-01
 1.0400483e+01,  1.7003306e-01,  2.8102521e-02,  1.2977896e-01, -1.9647443e-01
 1.0591344e+01,  1.7620172e-01,  3.0119138e-02,  1.2753662e-01, -1.9717560e-01
 1.0782163e+01,  1.8233793e-01,  3.1953885e-02,  1.2537985e-01, -1.9789808e-01
 1.0972939e+01,  1.8839974e-01,  3.3611011e-02,  1.2331215e-01, -1.9864403e-01
 1.1163666e+01,  1.9435017e-01,  3.5096283e-02,  1.2133416e-01, -1.9941550e-01
 1.1354341e+01,  2.0015816e-01,  3.6416288e-02,  1.1944399e-01, -2.0021412e-01
 1.1544966e+01,  2.0579875e-01,  3.7577940e-02,  1.1763759e-01, -2.0104096e-01
 1.1735543e+01,  2.1125270e-01,  3.8588390e-02,  1.1590917e-01, -2.0189638e-01
 1.1926072e+01,  2.1650610e-01,  3.9455073e-02,  1.1425163e-01, -2.0277994e-01
 1.2116558e+01,  2.2154969e-01,  4.0185852e-02,  1.1265699e-01, -2.0369040e-01
 1.2307001e+01,  2.2637819e-01,  4.0789139e-02,  1.1111677e-01, -2.0462576e-01
 1.2497405e+01,  2.3098960e-01,  4.1274096e-02,  1.0962234e-01, -2.0558330e-01
 1.2687772e+01,  2.3538452e-01,  4.1650356e-02,  1.0816525e-01, -2.0655966e-01
 1.2878101e+01,  2.3956549e-01,  4.1927827e-02,  1.0673755e-01, -2.0755087e-01
 1.3068390e+01,  2.4353646e-01,  4.2116485e-02,  1.0533199e-01, -2.0855247e-01
 1.3258643e+01,  2.4730253e-01,  4.2226082e-02,  1.0394218e-01, -2.0955964e-01
 1.3448863e+01,  2.5086944e-01,  4.2265922e-02,  1.0256275e-01, -2.1056725e-01
 1.3639051e+01,  2.5424336e-01,  4.2244698e-02,  1.0118944e-01, -2.1156997e-01
 1.3829210e+01,  2.5743061e-01,  4.2170295e-02,  9.9819121e-02, -2.1256240e-01
 1.4019343e+01,  2.6043758e-01,  4.2049731e-02,  9.8449826e-02, -2.1353916e-01
 1.4209452e+01,  2.6327061e-01,  4.1889121e-02,  9.7080676e-02, -2.1449501e-01
 1.4399537e+01,  2.6593595e-01,  4.1693692e-02,  9.5711831e-02, -2.1542498e-01
 1.4589601e+01,  2.6843973e-01,  4.1467829e-02,  9.4344394e-02, -2.1632445e-01
 1.4779643e+01,  2.7078784e-01,  4.1215167e-02,  9.2980299e-02, -2.1718927e-01
 1.4969665e+01,  2.7298599e-01,  4.0938684e-02,  9.1622185e-02, -2.1801583e-01
 1.5159667e+01,  2.7503966e-01,  4.0640809e-02,  9.0273271e-02, -2.1880116e-01
 1.5349648e+01,  2.7695408e-01,  4.0323544e-02,  8.8937212e-02, -2.1954295e-01
 1.5539609e+01,  2.7873426e-01,  3.9988571e-02,  8.7617971e-02, -2.2023962e-01
 1.5729549e+01,  2.8038497e-01,  3.9637316e-02,  8.6319686e-02, -2.2089030e-01
 1.5919466e+01,  2.8191075e-01,  3.9271103e-02,  8.5046553e-02, -2.2149486e-01
 1.6109360e+01,  2.8331592e-01,  3.8891301e-02,  8.3802708e-02, -2.2205388e-01
 1.6299230e+01,  2.8460463e-01,  3.8499270e-02,  8.2592130e-02, -2.2256856e-01
 1.6489074e+01,  2.8578087e-01,  3.8096407e-02,  8.1418549e-02, -2.2304073e-01
 1.6678892e+01,  2.8684852e-01,  3.7684175e-02,  8.0285365e-02, -2.2347273e-01
 1.6868681e+01,  2.8781141e-01,  3.7264142e-02,  7.9195588e-02, -2.2386733e-01
 1.7058441e+01,  2.8867334e-01,  3.6837971e-02,  7.8151782e-02, -2.2422766e-01
 1.7248170e+01,  2.8943819e-01,  3.6407353e-02,  7.7156026e-02, -2.2455707e-01
 1.7437867e+01,  2.9010992e-01,  3.5974003e-02,  7.6209890e-02, -2.2485911e-01
 1.7627528e+01,  2.9069264e-01,  3.5539649e-02,  7.5314429e-02, -2.2513737e-01
 1.7817150e+01,  2.9119066e-01,  3.5105965e-02,  7.4470165e-02, -2.2539540e-01
 1.8006732e+01,  2.9160851e-01,  3.4674548e-02,  7.3677087e-02, -2.2563668e-01
 1.8196273e+01,  2.9195095e-01,  3.4246894e-02,  7.2934674e-02, -2.2586451e-01
 1.8385774e+01,  2.9222296e-01,  3.3824355e-02,  7.2241919e-02, -2.2608196e-01
 1.8575234e+01,  2.9242976e-01,  3.3408106e-02,  7.1597363e-02, -2.2629183e-01
 1.8764652e+01,  2.9257674e-01,  3.2999132e-02,  7.0999128e-02, -2.2649659e-01
 1.8954028e+01,  2.9267138e-01,  3.2598650e-02,  7.0445138e-02, -2.2669808e-01
 1.9143363e+01,  2.9271734e-01,  3.2206734e-02,  6.9932631e-02, -2.2689839e-01
 1.9332657e+01,  2.9272015e-01,  3.1823755e-02,  6.9458746e-02, -2.2709898e-01
 1.9521911e+01,  2.9268536e-01,  3.1449909e-02,  6.9020462e-02, -2.2730093e-01
 1.9711125e+01,  2.9261840e-01,  3.1085216e-02,  6.8614588e-02, -2.2750499e-01
 1.9900299e+01,  2.9252458e-01,  3.0729549e-02,  6.8237822e-02, -2.2771156e-01
 2.0089435e+01,  2.9240898e-01,  3.0382662e-02,  6.7886803e-02, -2.2792076e-01
 2.0278535e+01,  2.9227640e-01,  3.0044217e-02,  6.7558164e-02, -2.2813244e-01
 2.0467597e+01,  2.9213125e-01,  2.9713807e-02,  6.7248589e-02, -2.2834620e-01
 2.0656625e+01,  2.9197758e-01,  2.9390987e-02,  6.6954865e-02, -2.2856144e-01
 2.0845619e+01,  2.9181898e-01,  2.9075291e-02,  6.6673937e-02, -2.2877740e-01
 2.1034581e+01,  2.9165859e-01,  2.8766261e-02,  6.6402958e-02, -2.2899316e-01
 2.1223511e+01,  2.9149905e-01,  2.8463457e-02,  6.6139329e-02, -2.2920772e-01
 2.1412412e+01,  2.9134256e-01,  2.8166475e-02,  6.5880740e-02, -2.2942001e-01
 2.1601285e+01,  2.9119086e-01,  2.7874960e-02,  6.5625187e-02, -2.2962892e-01
 2.1790130e+01,  2.9104525e-01,  2.7588613e-02,  6.5370996e-02, -2.2983336e-01
 2.1978950e+01,  2.9090660e-01,  2.7307196e-02,  6.5116824e-02, -2.3003228e-01
 2.2167746e+01,  2.9077543e-01,  2.7030534e-02,  6.4861663e-02, -2.3022466e-01
 2.2356519e+01,  2.9065191e-01,  2.6758516e-02,  6.4604820e-02, -2.3040961e-01
 2.2545270e+01,  2.9053592e-01,  2.6491092e-02,  6.4345911e-02, -2.3058631e-01
 2.2734001e+01,  2.9042707e-01,  2.6228267e-02,  6.4084831e-02, -2.3075408e-01
 2.2922712e+01,  2.9032478e-01,  2.5970101e-02,  6.3821728e-02, -2.3091239e-01
 2.3111405e+01,  2.9022828e-01,  2.5716700e-02,  6.3556973e-02, -2.3106081e-01
 2.3300080e+01,  2.9013670e-01,  2.5468209e-02,  6.3291129e-02, -2.3119911e-01
 2.3488738e+01,  2.9004906e-01,  2.5224805e-02,  6.3024913e-02, -2.3132718e-01
 2.3677381e+01,  2.8996433e-01,  2.4986694e-02,  6.2759165e-02, -2.3144506e-01
 2.3866008e+01,  2.8988150e-01,  2.4754097e-02,  6.2494811e-02, -2.3155294e-01
 2.4054620e+01,  2.8979954e-01,  2.4527251e-02,  6.2232832e-02, -2.3165114e-01
 2.4243216e+01,  2.8971749e-01,  2.4306391e-02,  6.1974234e-02, -2.3174011e-01
 2.4431796e+01,  2.8963445e-01,  2.4091750e-02,  6.1720016e-02, -2.3182038e-01
 2.4620363e+01,  2.8954962e-01,  2.3883552e-02,  6.1471145e-02, -2.3189259e-01
 2.4808914e+01,  2.8946229e-01,  2.3682003e-02,  6.1228536e-02, -2.3195744e-01
 2.4997452e+01,  2.8937192e-01,  2.3487287e-02,  6.0993032e-02, -2.3201571e-01
 2.5185975e+01,  2.8928005e-01,  2.3300062e-02,  6.0765675e-02, -2.3206790e-01
 2.5374485e+01,  2.8918445e-01,  2.3119873e-02,  6.0546830e-02, -2.3211510e-01
 2.5562980e+01,  2.8908482e-01,  2.2946792e-02,  6.0337018e-02, -2.3215812e-01
 2.5751462e+01,  2.8898104e-01,  2.2780866e-02,  6.0136694e-02, -2.3219773e-01
 2.5939930e+01,  2.8887315e-01,  2.2622094e-02,  5.9946185e-02, -2.3223467e-01
 2.6128384e+01,  2.8876135e-01,  2.2470425e-02,  5.9765692e-02, -2.3226964e-01
 2.6316824e+01,  2.8864600e-01,  2.2325762e-02,  5.9595285e-02, -2.3230327e-01
 2.6505250e+01,  2.8852757e-01,  2.2187964e-02,  5.9434907e-02, -2.3233611e-01
 2.6693663e+01,  2.8840664e-01,  2.2056850e-02,  5.9284379e-02, -2.3236865e-01
 2.6882061e+01,  2.8828388e-01,  2.1932193e-02,  5.9143410e-02, -2.3240130e-01
 2.7070446e+01,  2.8815999e-01,  2.1813737e-02,  5.9011608e-02, -2.3243437e-01
 2.7258818e+01,  2.8803573e-01,  2.1701191e-02,  5.8888497e-02, -2.3246812e-01
 2.7447175e+01,  2.8791185e-01,  2.1594238e-02,  5.8773529e-02, -2.3250270e-01
 2.7635520e+01,  2.8778912e-01,  2.1492544e-02,  5.8666106e-02, -2.3253818e-01
 2.7823851e+01,  2.8766828e-01,  2.1395759e-02,  5.8565589e-02, -2.3257458e-01
 2.8012168e+01,  2.8755003e-01,  2.1303529e-02,  5.8471316e-02, -2.3261183e-01
 2.8200473e+01,  2.8743501e-01,  2.1215498e-02,  5.8382616e-02, -2.3264983e-01
 2.8388765e+01,  2.8732382e-01,  2.1131313e-02,  5.8298820e-02, -2.3268841e-01
 2.8577045e+01,  2.8721698e-01,  2.1050632e-02,  5.8219272e-02, -2.3272738e-01
 2.8765313e+01,  2.8711494e-01,  2.0973131e-02,  5.8143340e-02, -2.3276650e-01
 2.8953569e+01,  2.8701803e-01,  2.0898500e-02,  5.8070429e-02, -2.3280552e-01
 2.9141814e+01,  2.8692655e-01,  2.0826455e-02,  5.7999983e-02, -2.3284417e-01
 2.9330047e+01,  2.8684067e-01,  2.0756732e-02,  5.7931497e-02, -2.3288218e-01
 2.9518270e+01,  2.8676048e-01,  2.0689096e-02,  5.7864523e-02, -2.3291928e-01
 2.9706482e+01,  2.8668601e-01,  2.0623339e-02,  5.7798671e-02, -2.3295522e-01
 2.9894685e+01,  2.8661861e-01,  2.0559911e-02,  5.7733862e-02, -2.3298951e-01
 3.0082878e+01,  2.8655677e-01,  2.0497902e-02,  5.7669583e-02, -2.3302219e-01
 3.0271062e+01,  2.8650019e-01,  2.0437213e-02,  5.7605644e-02, -2.3305309e-01
 3.0459238e+01,  2.8644854e-01,  2.0377769e-02,  5.7541941e-02, -2.3308205e-01
 3.0647405e+01,  2.8640145e-01,  2.0319509e-02,  5.7478423e-02, -2.3310893e-01
 3.0835564e+01,  2.8635853e-01,  2.0262393e-02,  5.7415091e-02, -2.3313366e-01
 3.1023716e+01,  2.8631939e-01,  2.0206402e-02,  5.7351986e-02, -2.3315617e-01
 3.1211860e+01,  2.8628360e-01,  2.0151535e-02,  5.7289186e-02, -2.3317646e-01
 3.1399998e+01,  2.8625076e-01,  2.0097807e-02,  5.7226793e-02, -2.3319457e-01
 3.1588129e+01,  2.8622048e-01,  2.0045246e-02,  5.7164931e-02, -2.3321057e-01
 3.1776254e+01,  2.8619234e-01,  1.9993888e-02,  5.7103739e-02, -2.3322454e-01
 3.1964373e+01,  2.8616599e-01,  1.9943778e-02,  5.7043365e-02, -2.3323662e-01
 3.2152486e+01,  2.8614106e-01,  1.9894960e-02,  5.6983969e-02, -2.3324695e-01
 3.2340594e+01,  2.8611721e-01,  1.9847483e-02,  5.6925715e-02, -2.3325571e-01
 3.2528697e+01,  2.8609413e-01,  1.9801392e-02,  5.6868770e-02, -2.3326305e-01
 3.2716794e+01,  2.8607155e-01,  1.9756729e-02,  5.6813296e-02, -2.3326918e-01
 3.2904887e+01,  2.8604922e-01,  1.9713534e-02,  5.6759451e-02, -2.3327429e-01
 3.3092975e+01,  2.8602694e-01,  1.9671839e-02,  5.6707383e-02, -2.3327857e-01
 3.3281058e+01,  2.8600455e-01,  1.9631670e-02,  5.6657221e-02, -2.3328222e-01
 3.3469137e+01,  2.8598191e-01,  1.9593044e-02,  5.6609076e-02, -2.3328543e-01
 3.3657212e+01,  2.8595895e-01,  1.9555972e-02,  5.6563037e-02, -2.3328838e-01
 3.3845283e+01,  2.8593559e-01,  1.9520454e-02,  5.6519166e-02, -2.3329122e-01
 3.4033349e+01,  2.8591184e-01,  1.9486480e-02,  5.6477500e-02, -2.3329411e-01
 3.4221411e+01,  2.8588771e-01,  1.9454032e-02,  5.6438051e-02, -2.3329717e-01
 3.4409470e+01,  2.8586456e-01,  1.9423780e-02,  5.6401145e-02, -2.3330029e-01
 3.4597524e+01,  2.8584122e-01,  1.9394854e-02,  5.6366365e-02, -2.3330377e-01
 3.4785575e+01,  2.8581771e-01,  1.9367235e-02,  5.6333646e-02, -2.3330770e-01
 3.4973621e+01,  2.8579407e-01,  1.9340890e-02,  5.6302928e-02, -2.3331210e-01
 3.5161665e+01,  2.8577039e-01,  1.9315773e-02,  5.6274131e-02, -2.3331701e-01
 3.5349704e+01,  2.8574675e-01,  1.9291826e-02,  5.6247156e-02, -2.3332241e-01
 3.5537740e+01,  2.8572326e-01,  1.9268992e-02,  5.6221888e-02, -2.3332831e-01
 3.5725772e+01,  2.8570004e-01,  1.9247207e-02,  5.6198197e-02, -2.3333467e-01
 3.5913801e+01,  2.8567724e-01,  1.9226411e-02,  5.6175939e-02, -2.3334147e-01
 3.6101827e+01,  2.8565498e-01,  1.9206540e-02,  5.6154963e-02, -2.3334866e-01
 3.6289849e+01,  2.8563340e-01,  1.9187530e-02,  5.6135110e-02, -2.3335618e-01
 3.6477868e+01,  2.8561262e-01,  1.9169320e-02,  5.6116223e-02, -2.3336399e-01
 3.6665884e+01,  2.8559276e-01,  1.9151847e-02,  5.6098150e-02, -2.3337202e-01
 3.6853897e+01,  2.8557392e-01,  1.9135050e-02,  5.6080744e-02, -2.3338019e-01
 3.7041907e+01,  2.8555616e-01,  1.9118871e-02,  5.6063875e-02, -2.3338844e-01
 3.7229914e+01,  2.8553956e-01,  1.9103253e-02,  5.6047425e-02, -2.3339669e-01
 3.7417919e+01,  2.8552414e-01,  1.9088144e-02,  5.6031292e-02, -2.3340486e-01
 3.7605920e+01,  2.8550994e-01,  1.9073495e-02,  5.6015393e-02, -2.3341289e-01
 3.7793919e+01,  2.8549694e-01,  1.9059263e-02,  5.5999660e-02, -2.3342072e-01
 3.7981916e+01,  2.8548514e-01,  1.9045408e-02,  5.5984042e-02, -2.3342828e-01
 3.8169910e+01,  2.8547450e-01,  1.9031899e-02,  5.5968505e-02, -2.3343553e-01
 3.8357902e+01,  2.8546498e-01,  1.9018706e-02,  5.5953025e-02, -2.3344242e-01
 3.8545892e+01,  2.8545652e-01,  1.9005807e-02,  5.5937594e-02, -2.3344892e-01
 3.8733880e+01,  2.8544904e-01,  1.8993185e-02,  5.5922216e-02, -2.3345501e-01
 3.8921865e+01,  2.8544248e-01,  1.8980828e-02,  5.5906902e-02, -2.3346065e-01
 3.9109849e+01,  2.8543673e-01,  1.8968727e-02,  5.5891674e-02, -2.3346585e-01
 3.9297831e+01,  2.8543172e-01,  1.8956878e-02,  5.5876560e-02, -2.3347060e-01
 3.9485811e+01,  2.8542796e-01,  1.8945949e-02,  5.5862022e-02, -2.3347470e-01
 3.9673790e+01,  2.8542476e-01,  1.8935150e-02,  5.5847658e-02, -2.3347838e-01
 3.9861767e+01,  2.8542204e-01,  1.8924526e-02,  5.5833505e-02, -2.3348169e-01
 4.0049742e+01,  2.8541968e-01,  1.8914105e-02,  5.5819620e-02, -2.3348463e-01
 4.0237716e+01,  2.8541759e-01,  1.8903904e-02,  5.5806055e-02, -2.3348724e-01
 4.0425688e+01,  2.8541567e-01,  1.8893939e-02,  5.5792857e-02, -2.3348954e-01
 4.0613659e+01,  2.8541383e-01,  1.8884224e-02,  5.5780070e-02, -2.3349157e-01
 4.0801629e+01,  2.8541198e-01,  1.8874775e-02,  5.5767728e-02, -2.3349337e-01
 4.0989598e+01,  2.8541006e-01,  1.8865606e-02,  5.5755858e-02, -2.3349497e-01
 4.1177565e+01,  2.8540803e-01,  1.8856733e-02,  5.5744477e-02, -2.3349642e-01
 4.1365531e+01,  2.8540583e-01,  1.8848168e-02,  5.5733594e-02, -2.3349777e-01
 4.1553496e+01,  2.8540345e-01,  1.8839921e-02,  5.5723210e-02, -2.3349907e-01
 4.1741460e+01,  2.8540088e-01,  1.8831998e-02,  5.5713321e-02, -2.3350036e-01
 4.1929423e+01,  2.8539812e-01,  1.8824402e-02,  5.5703919e-02, -2.3350167e-01
 4.2117384e+01,  2.8539518e-01,  1.8817133e-02,  5.5694993e-02, -2.3350305e-01
 4.2305345e+01,  2.8539206e-01,  1.8810187e-02,  5.5686530e-02, -2.3350450e-01
 4.2493304e+01,  2.8538879e-01,  1.8803559e-02,  5.5678516e-02, -2.3350607e-01
 4.2681263e+01,  2.8538539e-01,  1.8797237e-02,  5.5670936e-02, -2.3350776e-01
 4.2869220e+01,  2.8538190e-01,  1.8791211e-02,  5.5663772e-02, -2.3350960e-01
 4.3057177e+01,  2.8537834e-01,  1.8785467e-02,  5.5657007e-02, -2.3351158e-01
 4.3245132e+01,  2.8537475e-01,  1.8779991e-02,  5.5650620e-02, -2.3351371e-01
 4.3433087e+01,  2.8537115e-01,  1.8774768e-02,  5.5644589e-02, -2.3351601e-01
 4.3621041e+01,  2.8536760e-01,  1.8769781e-02,  5.5638888e-02, -2.3351845e-01
 4.3808994e+01,  2.8536411e-01,  1.8765016e-02,  5.5633493e-02, -2.3352103e-01
 4.3996946e+01,  2.8536073e-01,  1.8760455e-02,  5.5628375e-02, -2.3352374e-01
 4.4184897e+01,  2.8535747e-01,  1.8756083e-02,  5.5623507e-02, -2.3352657e-01
 4.4372847e+01,  2.8535438e-01,  1.8751883e-02,  5.5618860e-02, -2.3352950e-01
 4.4560797e+01,  2.8535147e-01,  1.8747840e-02,  5.5614406e-02, -2.3353250e-01
 4.4748746e+01,  2.8534876e-01,  1.8743939e-02,  5.5610119e-02, -2.3353556e-01
 4.4936694e+01,  2.8534674e-01,  1.8740723e-02,  5.5606325e-02, -2.3353833e-01
 4.5124641e+01,  2.8534494e-01,  1.8737531e-02,  5.5602621e-02, -2.3354111e-01
 4.5312587e+01,  2.8534334e-01,  1.8734383e-02,  5.5598997e-02, -2.3354388e-01
 4.5500533e+01,  2.8534194e-01,  1.8731283e-02,  5.5595447e-02, -2.3354664e-01
 4.5688479e+01,  2.8534074e-01,  1.8728233e-02,  5.5591968e-02, -2.3354937e-01
 4.5876423e+01,  2.8533974e-01,  1.8725230e-02,  5.5588556e-02, -2.3355205e-01
 4.6064367e+01,  2.8533893e-01,  1.8722270e-02,  5.5585207e-02, -2.3355467e-01
 4.6252311e+01,  2.8533830e-01,  1.8719355e-02,  5.5581918e-02, -2.3355722e-01
 4.6440254e+01,  2.8533782e-01,  1.8716484e-02,  5.5578686e-02, -2.3355968e-01
 4.6628196e+01,  2.8533749e-01,  1.8713659e-02,  5.5575505e-02, -2.3356204e-01
 4.6816138e+01,  2.8533729e-01,  1.8710883e-02,  5.5572372e-02, -2.3356431e-01
 4.7004080e+01,  2.8533720e-01,  1.8708159e-02,  5.5569281e-02, -2.3356649e-01
 4.7192021e+01,  2.8533721e-01,  1.8705490e-02,  5.5566225e-02, -2.3356857e-01
 4.7379961e+01,  2.8533730e-01,  1.8702877e-02,  5.5563201e-02, -2.3357056e-01
 4.7567901e+01,  2.8533747e-01,  1.8700323e-02,  5.5560204e-02, -2.3357246e-01
 4.7755841e+01,  2.8533771e-01,  1.8697830e-02,  5.5557233e-02, -2.3357428e-01
 4.7943780e+01,  2.8533800e-01,  1.8695399e-02,  5.5554286e-02, -2.3357602e-01
 4.8131718e+01,  2.8533833e-01,  1.8693030e-02,  5.5551367e-02, -2.3357768e-01
 4.8319657e+01,  2.8533870e-01,  1.8690723e-02,  5.5548478e-02, -2.3357926e-01
 4.8507595e+01,  2.8533910e-01,  1.8688477e-02,  5.5545624e-02, -2.3358078e-01
 4.8695532e+01,  2.8533952e-01,  1.8686292e-02,  5.5542812e-02, -2.3358223e-01
 4.8883470e+01,  2.8533994e-01,  1.8684168e-02,  5.5540050e-02, -2.3358364e-01
 4.9071406e+01,  2.8534037e-01,  1.8682103e-02,  5.5537344e-02, -2.3358499e-01
 4.9259343e+01,  2.8534080e-01,  1.8680098e-02,  5.5534703e-02, -2.3358631e-01
 4.9447279e+01,  2.8534121e-01,  1.8678152e-02,  5.5532134e-02, -2.3358760e-01
 4.9635215e+01,  2.8534161e-01,  1.8676265e-02,  5.5529643e-02, -2.3358886e-01
 4.9823151e+01,  2.8534199e-01,  1.8674438e-02,  5.5527235e-02, -2.3359011e-01
 5.0011086e+01,  2.8534235e-01,  1.8672671e-02,  5.5524916e-02, -2.3359136e-01
 5.0199021e+01,  2.8534268e-01,  1.8670962e-02,  5.5522689e-02, -2.3359260e-01
 5.0386956e+01,  2.8534299e-01,  1.8669311e-02,  5.5520556e-02, -2.3359384e-01
 5.0574891e+01,  2.8534326e-01,  1.8667717e-02,  5.5518519e-02, -2.3359509e-01
 5.0762825e+01,  2.8534351e-01,  1.8666179e-02,  5.5516578e-02, -2.3359635e-01
 5.0950759e+01,  2.8534373e-01,  1.8664697e-02,  5.5514732e-02, -2.3359763e-01
 5.1138693e+01,  2.8534396e-01,  1.8663746e-02,  5.5513433e-02, -2.3359854e-01
 5.1326626e+01,  2.8534419e-01,  1.8662793e-02,  5.5512184e-02, -2.3359945e-01
 5.1514560e+01,  2.8534440e-01,  1.8661848e-02,  5.5510983e-02, -2.3360038e-01
 5.1702493e+01,  2.8534461e-01,  1.8660917e-02,  5.5509832e-02, -2.3360131e-01
 5.1890426e+01,  2.8534481e-01,  1.8660004e-02,  5.5508731e-02, -2.3360226e-01
 5.2078359e+01,  2.8534501e-01,  1.8659112e-02,  5.5507681e-02, -2.3360321e-01
 5.2266291e+01,  2.8534520e-01,  1.8658238e-02,  5.5506682e-02, -2.3360418e-01
 5.2454224e+01,  2.8534539e-01,  1.8657383e-02,  5.5505733e-02, -2.3360516e-01
