t, 1, 2, 3, 4
 4.4757500e+00,  3.9105042e-03,  8.6332141e-03, -8.4098455e-03,  6.9457093e-03
 4.6662804e+00,  4.1704582e-03,  9.0692953e-03, -9.1127427e-03,  5.4646877e-03
 4.8569221e+00,  4.4302197e-03,  9.4992535e-03, -9.8715619e-03,  3.5841312e-03
 5.0476671e+00,  4.6881593e-03,  9.9209643e-03, -1.0683335e-02,  1.3263523e-03
 5.2385080e+00,  4.9437984e-03,  1.0333368e-02, -1.1547676e-02, -1.2623746e-03
 5.4294370e+00,  5.1961776e-03,  1.0734612e-02, -1.2462118e-02, -4.1127654e-03
 5.6204463e+00,  5.4442211e-03,  1.1122701e-02, -1.3423936e-02, -7.1388957e-03
 5.8115277e+00,  5.6867816e-03,  1.1495399e-02, -1.4429791e-02, -1.0245700e-02
 6.0026725e+00,  5.9225885e-03,  1.1850394e-02, -1.5475472e-02, -1.3338107e-02
 6.1938722e+00,  6.1503318e-03,  1.2185484e-02, -1.6556732e-02, -1.6329836e-02
 6.3851186e+00,  6.3686375e-03,  1.2498574e-02, -1.7669164e-02, -1.9149128e-02
 6.5763994e+00,  6.5761017e-03,  1.2787877e-02, -1.8807428e-02, -2.1742812e-02
 6.7677029e+00,  6.7713469e-03,  1.3052075e-02, -1.9966107e-02, -2.4077487e-02
 6.9590227e+00,  6.9529606e-03,  1.3290447e-02, -2.1139612e-02, -2.6137456e-02
 7.1503531e+00,  7.1196116e-03,  1.3503132e-02, -2.2322594e-02, -2.7922477e-02
 7.3416888e+00,  7.2699629e-03,  1.3691104e-02, -2.3509109e-02, -2.9443826e-02
 7.5330247e+00,  7.4026973e-03,  1.3856196e-02, -2.4693278e-02, -3.0720829e-02
 7.7243562e+00,  7.5165244e-03,  1.4001083e-02, -2.5869603e-02, -3.1777818e-02
 7.9156793e+00,  7.6101756e-03,  1.4129021e-02, -2.7032869e-02, -3.2641672e-02
 8.1069901e+00,  7.6823972e-03,  1.4243532e-02, -2.8178073e-02, -3.3339751e-02
 8.2982850e+00,  7.7310728e-03,  1.4347995e-02, -2.9298761e-02, -3.3898538e-02
 8.4895610e+00,  7.7567080e-03,  1.4445406e-02, -3.0394199e-02, -3.4342693e-02
 8.6808154e+00,  7.7576599e-03,  1.4537710e-02, -3.1458453e-02, -3.4694466e-02
 8.8720457e+00,  7.7328579e-03,  1.4625811e-02, -3.2487991e-02, -3.4973343e-02
 9.0632439e+00,  7.6815033e-03,  1.4709154e-02, -3.3479700e-02, -3.5196039e-02
 9.2544035e+00,  7.6030284e-03,  1.4785938e-02, -3.4430794e-02, -3.5376578e-02
 9.4455229e+00,  7.4971321e-03,  1.4853402e-02, -3.5338853e-02, -3.5526558e-02
 9.6366009e+00,  7.3637879e-03,  1.4908000e-02, -3.6201822e-02, -3.5655433e-02
 9.8276364e+00,  7.2032550e-03,  1.4945692e-02, -3.7018025e-02, -3.5770798e-02
 1.0018629e+01,  7.0160771e-03,  1.4962247e-02, -3.7786157e-02, -3.5878684e-02
 1.0209577e+01,  6.8030373e-03,  1.4953468e-02, -3.8505290e-02, -3.5983804e-02
 1.0400483e+01,  6.5651301e-03,  1.4915377e-02, -3.9174881e-02, -3.6089789e-02
 1.0591344e+01,  6.3035072e-03,  1.4844444e-02, -3.9794781e-02, -3.6199375e-02
 1.0782163e+01,  6.0194097e-03,  1.4737719e-02, -4.0365226e-02, -3.6314551e-02
 1.0972939e+01,  5.7141144e-03,  1.4592938e-02, -4.0886844e-02, -3.6436677e-02
 1.1163666e+01,  5.3888880e-03,  1.4408593e-02, -4.1360640e-02, -3.6566589e-02
 1.1354341e+01,  5.0449318e-03,  1.4183929e-02, -4.1787979e-02, -3.6704648e-02
 1.1544966e+01,  4.6833473e-03,  1.3918971e-02, -4.2170581e-02, -3.6850835e-02
 1.1735543e+01,  4.3051167e-03,  1.3614447e-02, -4.2510514e-02, -3.7004797e-02
 1.1926072e+01,  3.9110929e-03,  1.3271735e-02, -4.2810131e-02, -3.7165869e-02
 1.2116558e+01,  3.5020104e-03,  1.2892756e-02, -4.3072030e-02, -3.7333135e-02
 1.2307001e+01,  3.0785089e-03,  1.2479872e-02, -4.3299013e-02, -3.7505459e-02
 1.2497405e+01,  2.6411536e-03,  1.2035803e-02, -4.3494040e-02, -3.7681515e-02
 1.2687772e+01,  2.1904658e-03,  1.1563506e-02, -4.3660185e-02, -3.7859829e-02
 1.2878101e+01,  1.7269567e-03,  1.1066081e-02, -4.3800582e-02, -3.8038807e-02
 1.3068390e+01,  1.2511585e-03,  1.0546676e-02, -4.3918378e-02, -3.8216771e-02
 1.3258643e+01,  7.6363875e-04,  1.0008414e-02, -4.4016682e-02, -3.8391997e-02
 1.3448863e+01,  2.6502649e-04,  9.4543446e-03, -4.4098540e-02, -3.8562768e-02
 1.3639051e+01, -2.4396745e-04,  8.8873764e-03, -4.4166887e-02, -3.8727393e-02
 1.3829210e+01, -7.6253915e-04,  8.3102622e-03, -4.4224507e-02, -3.8884253e-02
 1.4019343e+01, -1.2897745e-03,  7.7255764e-03, -4.4274012e-02, -3.9031842e-02
 1.4209452e+01, -1.8246584e-03,  7.1357133e-03, -4.4317824e-02, -3.9168800e-02
 1.4399537e+01, -2.3660807e-03,  6.5428873e-03, -4.4358152e-02, -3.9293949e-02
 1.4589601e+01, -2.9128378e-03,  5.9491359e-03, -4.4396979e-02, -3.9406324e-02
 1.4779643e+01, -3.4636370e-03,  5.3563330e-03, -4.4436053e-02, -3.9505200e-02
 1.4969665e+01, -4.0171161e-03,  4.7662069e-03, -4.4476887e-02, -3.9590110e-02
 1.5159667e+01, -4.5718550e-03,  4.1803531e-03, -4.4520759e-02, -3.9660865e-02
 1.5349648e+01, -5.1263946e-03,  3.6002492e-03, -4.4568714e-02, -3.9717547e-02
 1.5539609e+01, -5.6792552e-03,  3.0272648e-03, -4.4621565e-02, -3.9760516e-02
 1.5729549e+01, -6.2289537e-03,  2.4626755e-03, -4.4679908e-02, -3.9790393e-02
 1.5919466e+01, -6.7740230e-03,  1.9076603e-03, -4.4744127e-02, -3.9808039e-02
 1.6109360e+01, -7.3130293e-03,  1.3632901e-03, -4.4814403e-02, -3.9814530e-02
 1.6299230e+01, -7.8445889e-03,  8.3053565e-04, -4.4890732e-02, -3.9811121e-02
 1.6489074e+01, -8.3673850e-03,  3.1026293e-04, -4.4972937e-02, -3.9799207e-02
 1.6678892e+01, -8.8801823e-03, -1.9677363e-04, -4.5060679e-02, -3.9780283e-02
 1.6868681e+01, -9.3818415e-03, -6.8993709e-04, -4.5153479e-02, -3.9755903e-02
 1.7058441e+01, -9.8713312e-03, -1.1687163e-03, -4.5250733e-02, -3.9727630e-02
 1.7248170e+01, -1.0347738e-02, -1.6327349e-03, -4.5351726e-02, -3.9697007e-02
 1.7437867e+01, -1.0810281e-02, -2.0817529e-03, -4.5455659e-02, -3.9665511e-02
 1.7627528e+01, -1.1258311e-02, -2.5156651e-03, -4.5561662e-02, -3.9634527e-02
 1.7817150e+01, -1.1691320e-02, -2.9344968e-03, -4.5668811e-02, -3.9605312e-02
 1.8006732e+01, -1.2108949e-02, -3.3384082e-03, -4.5776153e-02, -3.9578986e-02
 1.8196273e+01, -1.2510990e-02, -3.7276858e-03, -4.5882731e-02, -3.9556509e-02
 1.8385774e+01, -1.2897382e-02, -4.1027269e-03, -4.5987599e-02, -3.9538670e-02
 1.8575234e+01, -1.3268203e-02, -4.4640289e-03, -4.6089837e-02, -3.9526087e-02
 1.8764652e+01, -1.3623668e-02, -4.8121716e-03, -4.6188573e-02, -3.9519201e-02
 1.8954028e+01, -1.3962632e-02, -5.1468891e-03, -4.6282711e-02, -3.9518140e-02
 1.9143363e+01, -1.4288016e-02, -5.4704000e-03, -4.6372083e-02, -3.9523274e-02
 1.9332657e+01, -1.4599470e-02, -5.7829450e-03, -4.6455781e-02, -3.9534453e-02
 1.9521911e+01, -1.4897585e-02, -6.0851705e-03, -4.6533315e-02, -3.9551496e-02
 1.9711125e+01, -1.5183103e-02, -6.3777888e-03, -4.6604258e-02, -3.9574094e-02
 1.9900299e+01, -1.5456816e-02, -6.6615041e-03, -4.6668302e-02, -3.9601837e-02
 2.0089435e+01, -1.5719548e-02, -6.9369915e-03, -4.6725265e-02, -3.9634226e-02
 2.0278535e+01, -1.5972141e-02, -7.2048832e-03, -4.6775083e-02, -3.9670692e-02
 2.0467597e+01, -1.6215440e-02, -7.4657592e-03, -4.6817818e-02, -3.9710603e-02
 2.0656625e+01, -1.6450279e-02, -7.7201403e-03, -4.6853642e-02, -3.9753291e-02
 2.0845619e+01, -1.6677465e-02, -7.9684822e-03, -4.6882837e-02, -3.9798063e-02
 2.1034581e+01, -1.6897766e-02, -8.2111739e-03, -4.6905784e-02, -3.9844218e-02
 2.1223511e+01, -1.7111903e-02, -8.4485352e-03, -4.6922950e-02, -3.9891061e-02
 2.1412412e+01, -1.7320534e-02, -8.6808193e-03, -4.6934873e-02, -3.9937918e-02
 2.1601285e+01, -1.7524253e-02, -8.9082130e-03, -4.6942151e-02, -3.9984150e-02
 2.1790130e+01, -1.7723581e-02, -9.1308412e-03, -4.6945425e-02, -4.0029160e-02
 2.1978950e+01, -1.7918965e-02, -9.3487718e-03, -4.6945362e-02, -4.0072404e-02
 2.2167746e+01, -1.8110774e-02, -9.5620204e-03, -4.6942642e-02, -4.0113403e-02
 2.2356519e+01, -1.8299300e-02, -9.7705581e-03, -4.6937941e-02, -4.0151742e-02
 2.2545270e+01, -1.8484761e-02, -9.9743170e-03, -4.6931919e-02, -4.0187084e-02
 2.2734001e+01, -1.8667303e-02, -1.0173198e-02, -4.6925210e-02, -4.0219164e-02
 2.2922712e+01, -1.8847005e-02, -1.0367078e-02, -4.6918405e-02, -4.0247799e-02
 2.3111405e+01, -1.9023885e-02, -1.0555820e-02, -4.6912051e-02, -4.0272882e-02
 2.3300080e+01, -1.9197906e-02, -1.0739274e-02, -4.6906635e-02, -4.0294382e-02
 2.3488738e+01, -1.9368981e-02, -1.0917293e-02, -4.6902584e-02, -4.0312343e-02
 2.3677381e+01, -1.9536986e-02, -1.1089733e-02, -4.6900260e-02, -4.0326876e-02
 2.3866008e+01, -1.9701764e-02, -1.1256463e-02, -4.6899956e-02, -4.0338153e-02
 2.4054620e+01, -1.9863132e-02, -1.1417371e-02, -4.6901894e-02, -4.0346405e-02
 2.4243216e+01, -2.0020891e-02, -1.1572363e-02, -4.6906228e-02, -4.0351901e-02
 2.4431796e+01, -2.0174835e-02, -1.1721377e-02, -4.6913044e-02, -4.0354957e-02
 2.4620363e+01, -2.0324757e-02, -1.1864381e-02, -4.6922366e-02, -4.0355911e-02
 2.4808914e+01, -2.0470457e-02, -1.2001377e-02, -4.6934154e-02, -4.0355123e-02
 2.4997452e+01, -2.0611746e-02, -1.2132401e-02, -4.6948316e-02, -4.0352959e-02
 2.5185975e+01, -2.0747380e-02, -1.2256524e-02, -4.6964481e-02, -4.0349584e-02
 2.5374485e+01, -2.0878923e-02, -1.2375572e-02, -4.6982854e-02, -4.0345765e-02
 2.5562980e+01, -2.1005627e-02, -1.2489113e-02, -4.7003019e-02, -4.0341662e-02
 2.5751462e+01, -2.1127407e-02, -1.2597223e-02, -4.7024770e-02, -4.0337579e-02
 2.5939930e+01, -2.1244238e-02, -1.2700080e-02, -4.7047824e-02, -4.0333803e-02
 2.6128384e+01, -2.1356113e-02, -1.2797904e-02, -4.7071882e-02, -4.0330596e-02
 2.6316824e+01, -2.1463054e-02, -1.2890936e-02, -4.7096641e-02, -4.0328186e-02
 2.6505250e+01, -2.1565117e-02, -1.2979434e-02, -4.7121796e-02, -4.0326761e-02
 2.6693663e+01, -2.1662389e-02, -1.3063673e-02, -4.7147050e-02, -4.0326474e-02
 2.6882061e+01, -2.1754988e-02, -1.3143933e-02, -4.7172113e-02, -4.0327434e-02
 2.7070446e+01, -2.1843064e-02, -1.3220499e-02, -4.7196719e-02, -4.0329713e-02
 2.7258818e+01, -2.1926792e-02, -1.3293656e-02, -4.7220618e-02, -4.0333345e-02
 2.7447175e+01, -2.2006371e-02, -1.3363684e-02, -4.7243590e-02, -4.0338329e-02
 2.7635520e+01, -2.2082018e-02, -1.3430851e-02, -4.7265445e-02, -4.0344631e-02
 2.7823851e+01, -2.2153966e-02, -1.3495419e-02, -4.7286021e-02, -4.0352188e-02
 2.8012168e+01, -2.2222461e-02, -1.3557630e-02, -4.7305194e-02, -4.0360911e-02
 2.8200473e+01, -2.2287751e-02, -1.3617710e-02, -4.7322870e-02, -4.0370688e-02
 2.8388765e+01, -2.2350089e-02, -1.3675865e-02, -4.7338991e-02, -4.0381391e-02
 2.8577045e+01, -2.2409727e-02, -1.3732283e-02, -4.7353531e-02, -4.0392876e-02
 2.8765313e+01, -2.2466909e-02, -1.3787126e-02, -4.7366495e-02, -4.0404990e-02
 2.8953569e+01, -2.2521870e-02, -1.3840538e-02, -4.7377919e-02, -4.0417574e-02
 2.9141814e+01, -2.2574834e-02, -1.3892637e-02, -4.7387862e-02, -4.0430468e-02
 2.9330047e+01, -2.2626007e-02, -1.3943524e-02, -4.7396412e-02, -4.0443512e-02
 2.9518270e+01, -2.2675581e-02, -1.3993276e-02, -4.7403673e-02, -4.0456555e-02
 2.9706482e+01, -2.2723727e-02, -1.4041951e-02, -4.7409771e-02, -4.0469450e-02
 2.9894685e+01, -2.2769873e-02, -1.4088664e-02, -4.7414731e-02, -4.0481744e-02
 3.0082878e+01, -2.2815210e-02, -1.4134962e-02, -4.7418862e-02, -4.0493902e-02
 3.0271062e+01, -2.2859485e-02, -1.4180376e-02, -4.7422258e-02, -4.0505579e-02
 3.0459238e+01, -2.2902807e-02, -1.4224837e-02, -4.7425088e-02, -4.0516669e-02
 3.0647405e+01, -2.2945265e-02, -1.4268317e-02, -4.7427492e-02, -4.0527097e-02
 3.0835564e+01, -2.2986921e-02, -1.4310789e-02, -4.7429607e-02, -4.0536812e-02
 3.1023716e+01, -2.3027815e-02, -1.4352225e-02, -4.7431566e-02, -4.0545779e-02
 3.1211860e+01, -2.3067971e-02, -1.4392592e-02, -4.7433494e-02, -4.0553981e-02
 3.1399998e+01, -2.3107397e-02, -1.4431858e-02, -4.7435500e-02, -4.0561413e-02
 3.1588129e+01, -2.3146086e-02, -1.4469988e-02, -4.7437683e-02, -4.0568087e-02
 3.1776254e+01, -2.3184021e-02, -1.4506953e-02, -4.7440128e-02, -4.0574029e-02
 3.1964373e+01, -2.3221174e-02, -1.4542723e-02, -4.7442905e-02, -4.0579276e-02
 3.2152486e+01, -2.3257513e-02, -1.4577277e-02, -4.7446069e-02, -4.0583876e-02
 3.2340594e+01, -2.3293000e-02, -1.4610597e-02, -4.7449660e-02, -4.0587888e-02
 3.2528697e+01, -2.3327597e-02, -1.4642670e-02, -4.7453703e-02, -4.0591376e-02
 3.2716794e+01, -2.3361265e-02, -1.4673493e-02, -4.7458206e-02, -4.0594410e-02
 3.2904887e+01, -2.3393965e-02, -1.4703067e-02, -4.7463168e-02, -4.0597064e-02
 3.3092975e+01, -2.3425662e-02, -1.4731403e-02, -4.7468570e-02, -4.0599410e-02
 3.3281058e+01, -2.3456327e-02, -1.4758518e-02, -4.7474382e-02, -4.0601523e-02
 3.3469137e+01, -2.3485935e-02, -1.4784435e-02, -4.7480566e-02, -4.0603472e-02
 3.3657212e+01, -2.3514466e-02, -1.4809185e-02, -4.7487073e-02, -4.0605326e-02
 3.3845283e+01, -2.3541909e-02, -1.4832805e-02, -4.7493848e-02, -4.0607146e-02
 3.4033349e+01, -2.3568260e-02, -1.4855335e-02, -4.7500831e-02, -4.0608988e-02
 3.4221411e+01, -2.3593520e-02, -1.4876824e-02, -4.7507957e-02, -4.0610901e-02
 3.4409470e+01, -2.3616958e-02, -1.4896441e-02, -4.7514926e-02, -4.0612703e-02
 3.4597524e+01, -2.3639636e-02, -1.4915671e-02, -4.7522029e-02, -4.0614831e-02
 3.4785575e+01, -2.3661298e-02, -1.4934137e-02, -4.7529083e-02, -4.0617145e-02
 3.4973621e+01, -2.3681972e-02, -1.4951823e-02, -4.7536049e-02, -4.0619648e-02
 3.5161665e+01, -2.3701702e-02, -1.4968769e-02, -4.7542868e-02, -4.0622349e-02
 3.5349704e+01, -2.3720533e-02, -1.4985024e-02, -4.7549484e-02, -4.0625254e-02
 3.5537740e+01, -2.3738513e-02, -1.5000637e-02, -4.7555852e-02, -4.0628365e-02
 3.5725772e+01, -2.3755690e-02, -1.5015658e-02, -4.7561932e-02, -4.0631676e-02
 3.5913801e+01, -2.3772116e-02, -1.5030134e-02, -4.7567692e-02, -4.0635174e-02
 3.6101827e+01, -2.3787840e-02, -1.5044110e-02, -4.7573107e-02, -4.0638842e-02
 3.6289849e+01, -2.3802913e-02, -1.5057629e-02, -4.7578161e-02, -4.0642659e-02
 3.6477868e+01, -2.3817384e-02, -1.5070729e-02, -4.7582845e-02, -4.0646597e-02
 3.6665884e+01, -2.3831302e-02, -1.5083446e-02, -4.7587158e-02, -4.0650630e-02
 3.6853897e+01, -2.3844711e-02, -1.5095812e-02, -4.7591107e-02, -4.0654727e-02
 3.7041907e+01, -2.3857658e-02, -1.5107856e-02, -4.7594703e-02, -4.0658857e-02
 3.7229914e+01, -2.3870183e-02, -1.5119600e-02, -4.7597966e-02, -4.0662989e-02
 3.7417919e+01, -2.3882324e-02, -1.5131066e-02, -4.7600919e-02, -4.0667093e-02
 3.7605920e+01, -2.3894118e-02, -1.5142269e-02, -4.7603589e-02, -4.0671139e-02
 3.7793919e+01, -2.3905596e-02, -1.5153220e-02, -4.7606005e-02, -4.0675100e-02
 3.7981916e+01, -2.3916785e-02, -1.5163930e-02, -4.7608200e-02, -4.0678951e-02
 3.8169910e+01, -2.3927710e-02, -1.5174402e-02, -4.7610206e-02, -4.0682669e-02
 3.8357902e+01, -2.3938391e-02, -1.5184640e-02, -4.7612057e-02, -4.0686235e-02
 3.8545892e+01, -2.3948842e-02, -1.5194644e-02, -4.7613784e-02, -4.0689633e-02
 3.8733880e+01, -2.3959079e-02, -1.5204410e-02, -4.7615423e-02, -4.0692850e-02
 3.8921865e+01, -2.3969109e-02, -1.5213937e-02, -4.7617001e-02, -4.0695879e-02
 3.9109849e+01, -2.3978938e-02, -1.5223218e-02, -4.7618548e-02, -4.0698714e-02
 3.9297831e+01, -2.3988569e-02, -1.5232248e-02, -4.7620089e-02, -4.0701356e-02
 3.9485811e+01, -2.3997456e-02, -1.5240204e-02, -4.7621532e-02, -4.0703512e-02
 3.9673790e+01, -2.4006254e-02, -1.5248336e-02, -4.7623023e-02, -4.0705698e-02
 3.9861767e+01, -2.4014850e-02, -1.5256305e-02, -4.7624563e-02, -4.0707742e-02
 4.0049742e+01, -2.4023247e-02, -1.5264049e-02, -4.7626173e-02, -4.0709628e-02
 4.0237716e+01, -2.4031448e-02, -1.5271552e-02, -4.7627858e-02, -4.0711365e-02
 4.0425688e+01, -2.4039452e-02, -1.5278805e-02, -4.7629622e-02, -4.0712969e-02
 4.0613659e+01, -2.4047258e-02, -1.5285804e-02, -4.7631464e-02, -4.0714456e-02
 4.0801629e+01, -2.4054864e-02, -1.5292547e-02, -4.7633384e-02, -4.0715844e-02
 4.0989598e+01, -2.4062266e-02, -1.5299032e-02, -4.7635378e-02, -4.0717148e-02
 4.1177565e+01, -2.4069459e-02, -1.5305261e-02, -4.7637439e-02, -4.0718384e-02
 4.1365531e+01, -2.4076437e-02, -1.5311236e-02, -4.7639559e-02, -4.0719568e-02
 4.1553496e+01, -2.4083196e-02, -1.5316963e-02, -4.7641731e-02, -4.0720713e-02
 4.1741460e+01, -2.4089733e-02, -1.5322447e-02, -4.7643944e-02, -4.0721832e-02
 4.1929423e+01, -2.4096043e-02, -1.5327698e-02, -4.7646187e-02, -4.0722939e-02
 4.2117384e+01, -2.4102127e-02, -1.5332723e-02, -4.7648450e-02, -4.0724043e-02
 4.2305345e+01, -2.4107984e-02, -1.5337532e-02, -4.7650722e-02, -4.0725155e-02
 4.2493304e+01, -2.4113616e-02, -1.5342137e-02, -4.7652990e-02, -4.0726282e-02
 4.2681263e+01, -2.4119026e-02, -1.5346548e-02, -4.7655245e-02, -4.0727432e-02
 4.2869220e+01, -2.4124219e-02, -1.5350778e-02, -4.7657473e-02, -4.0728610e-02
 4.3057177e+01, -2.4129199e-02, -1.5354837e-02, -4.7659665e-02, -4.0729817e-02
 4.3245132e+01, -2.4133975e-02, -1.5358738e-02, -4.7661810e-02, -4.0731057e-02
 4.3433087e+01, -2.4138555e-02, -1.5362492e-02, -4.7663898e-02, -4.0732328e-02
 4.3621041e+01, -2.4142947e-02, -1.5366109e-02, -4.7665922e-02, -4.0733629e-02
 4.3808994e+01, -2.4147160e-02, -1.5369601e-02, -4.7667873e-02, -4.0734957e-02
 4.3996946e+01, -2.4151206e-02, -1.5372976e-02, -4.7669746e-02, -4.0736308e-02
 4.4184897e+01, -2.4155095e-02, -1.5376245e-02, -4.7671537e-02, -4.0737678e-02
 4.4372847e+01, -2.4158836e-02, -1.5379416e-02, -4.7673242e-02, -4.0739062e-02
 4.4560797e+01, -2.4162442e-02, -1.5382496e-02, -4.7674861e-02, -4.0740454e-02
 4.4748746e+01, -2.4165921e-02, -1.5385492e-02, -4.7676392e-02, -4.0741849e-02
 4.4936694e+01, -2.4168841e-02, -1.5387843e-02, -4.7677628e-02, -4.0742964e-02
 4.5124641e+01, -2.4171723e-02, -1.5390338e-02, -4.7678844e-02, -4.0744192e-02
 4.5312587e+01, -2.4174528e-02, -1.5392834e-02, -4.7680004e-02, -4.0745431e-02
 4.5500533e+01, -2.4177254e-02, -1.5395297e-02, -4.7681107e-02, -4.0746657e-02
 4.5688479e+01, -2.4179908e-02, -1.5397719e-02, -4.7682155e-02, -4.0747863e-02
 4.5876423e+01, -2.4182497e-02, -1.5400098e-02, -4.7683151e-02, -4.0749044e-02
 4.6064367e+01, -2.4185028e-02, -1.5402433e-02, -4.7684098e-02, -4.0750199e-02
 4.6252311e+01, -2.4187508e-02, -1.5404725e-02, -4.7685000e-02, -4.0751326e-02
 4.6440254e+01, -2.4189942e-02, -1.5406972e-02, -4.7685862e-02, -4.0752423e-02
 4.6628196e+01, -2.4192334e-02, -1.5409174e-02, -4.7686688e-02, -4.0753489e-02
 4.6816138e+01, -2.4194688e-02, -1.5411331e-02, -4.7687482e-02, -4.0754522e-02
 4.7004080e+01, -2.4197005e-02, -1.5413442e-02, -4.7688250e-02, -4.0755520e-02
 4.7192021e+01, -2.4199288e-02, -1.5415507e-02, -4.7688995e-02, -4.0756483e-02
 4.7379961e+01, -2.4201536e-02, -1.5417524e-02, -4.7689724e-02, -4.0757408e-02
 4.7567901e+01, -2.4203750e-02, -1.5419493e-02, -4.7690441e-02, -4.0758296e-02
 4.7755841e+01, -2.4205928e-02, -1.5421414e-02, -4.7691150e-02, -4.0759146e-02
 4.7943780e+01, -2.4208072e-02, -1.5423286e-02, -4.7691856e-02, -4.0759958e-02
 4.8131718e+01, -2.4210179e-02, -1.5425109e-02, -4.7692563e-02, -4.0760734e-02
 4.8319657e+01, -2.4212249e-02, -1.5426883e-02, -4.7693274e-02, -4.0761476e-02
 4.8507595e+01, -2.4214280e-02, -1.5428606e-02, -4.7693994e-02, -4.0762184e-02
 4.8695532e+01, -2.4216270e-02, -1.5430279e-02, -4.7694723e-02, -4.0762861e-02
 4.8883470e+01, -2.4218220e-02, -1.5431901e-02, -4.7695463e-02, -4.0763510e-02
 4.9071406e+01, -2.4220127e-02, -1.5433473e-02, -4.7696217e-02, -4.0764131e-02
 4.9259343e+01, -2.4221990e-02, -1.5434994e-02, -4.7696984e-02, -4.0764729e-02
 4.9447279e+01, -2.4223809e-02, -1.5436464e-02, -4.7697764e-02, -4.0765304e-02
 4.9635215e+01, -2.4225581e-02, -1.5437884e-02, -4.7698556e-02, -4.0765860e-02
 4.9823151e+01, -2.4227307e-02, -1.5439255e-02, -4.7699360e-02, -4.0766398e-02
 5.0011086e+01, -2.4228985e-02, -1.5440576e-02, -4.7700175e-02, -4.0766921e-02
 5.0199021e+01, -2.4230616e-02, -1.5441849e-02, -4.7700997e-02, -4.0767431e-02
 5.0386956e+01, -2.4232198e-02, -1.5443074e-02, -4.7701826e-02, -4.0767930e-02
 5.0574891e+01, -2.4233732e-02, -1.5444254e-02, -4.7702659e-02, -4.0768421e-02
 5.0762825e+01, -2.4235218e-02, -1.5445389e-02, -4.7703494e-02, -4.0768905e-02
 5.0950759e+01, -2.4236656e-02, -1.5446480e-02, -4.7704328e-02, -4.0769385e-02
 5.1138693e+01, -2.4237613e-02, -1.5447089e-02, -4.7704879e-02, -4.0769657e-02
 5.1326626e+01, -2.4238557e-02, -1.5447756e-02, -4.7705452e-02, -4.0769970e-02
 5.1514560e+01, -2.4239479e-02, -1.5448442e-02, -4.7706032e-02, -4.0770301e-02
 5.1702493e+01, -2.4240377e-02, -1.5449126e-02, -4.7706612e-02, -4.0770639e-02
 5.1890426e+01, -2.4241251e-02, -1.5449802e-02, -4.7707191e-02, -4.0770981e-02
 5.2078359e+01, -2.4242102e-02, -1.5450464e-02, -4.7707766e-02, -4.0771325e-02
 5.2266291e+01, -2.4242930e-02, -1.5451113e-02, -4.7708336e-02, -4.0771669e-02
 5.2454224e+01, -2.4243736e-02, -1.5451747e-02, -4.7708899e-02, -4.0772015e-02
