t, 1, 2, 3, 4
 4.2853408e+00,  6.6552638e-01,  4.4165053e-01,  1.0822508e+00,  2.3624914e+00
 4.4757500e+00,  6.9612238e-01,  4.6334121e-01,  1.0848740e+00,  2.6327537e+00
 4.6662804e+00,  7.2808823e-01,  4.8445359e-01,  1.1397559e+00,  2.9125138e+00
 4.8569221e+00,  7.6142168e-01,  5.0472346e-01,  1.2626640e+00,  3.1936280e+00
 5.0476671e+00,  7.9610828e-01,  5.2387974e-01,  1.3854187e+00,  3.4670689e+00
 5.2385080e+00,  8.3212845e-01,  5.4165707e-01,  1.5072668e+00,  3.7237162e+00
 5.4294370e+00,  8.6945632e-01,  5.5782472e-01,  1.6274345e+00,  3.9551472e+00
 5.6204463e+00,  9.0805934e-01,  5.7221771e-01,  1.7451874e+00,  4.1542623e+00
 5.8115277e+00,  9.4789875e-01,  5.8478712e-01,  1.8598108e+00,  4.3158236e+00
 6.0026725e+00,  9.8893102e-01,  5.9566862e-01,  1.9706026e+00,  4.4368049e+00
 6.1938722e+00,  1.0311114e+00,  6.0680562e-01,  2.0769160e+00,  4.5165495e+00
 6.3851186e+00,  1.0743970e+00,  6.3253633e-01,  2.1781471e+00,  4.5567224e+00
 6.5763994e+00,  1.1187240e+00,  6.6515617e-01,  2.2736818e+00,  4.5609022e+00
 6.7677029e+00,  1.1640640e+00,  6.9791909e-01,  2.3630447e+00,  4.5343042e+00
 6.9590227e+00,  1.2104415e+00,  7.3074939e-01,  2.4459110e+00,  4.4831771e+00
 7.1503531e+00,  1.2578810e+00,  7.6362971e-01,  2.5219720e+00,  4.4139477e+00
 7.3416888e+00,  1.3064429e+00,  7.9662931e-01,  2.5910174e+00,  4.3327859e+00
 7.5330247e+00,  1.3562266e+00,  8.2990401e-01,  2.6529493e+00,  4.2451811e+00
 7.7243562e+00,  1.4073714e+00,  8.6367766e-01,  2.7077665e+00,  4.1556860e+00
 7.9156793e+00,  1.4600496e+00,  8.9821723e-01,  2.7555592e+00,  4.0678155e+00
 8.1069901e+00,  1.5144531e+00,  9.3380659e-01,  2.7965045e+00,  3.9840554e+00
 8.2982850e+00,  1.5707423e+00,  9.8959064e-01,  2.8308688e+00,  3.9059673e+00
 8.4895610e+00,  1.6291085e+00,  1.0529879e+00,  2.8589581e+00,  3.8343645e+00
 8.6808154e+00,  1.6896644e+00,  1.1327090e+00,  2.8811533e+00,  3.7694839e+00
 8.8720457e+00,  1.7524402e+00,  1.2269992e+00,  2.8978741e+00,  3.7111581e+00
 9.0632439e+00,  1.8173073e+00,  1.3253450e+00,  2.9094806e+00,  3.6588602e+00
 9.2544035e+00,  1.8840926e+00,  1.4262652e+00,  2.9164682e+00,  3.6120890e+00
 9.4455229e+00,  1.9525477e+00,  1.5284700e+00,  2.9193928e+00,  3.5703665e+00
 9.6366009e+00,  2.0222842e+00,  1.6308429e+00,  2.9187441e+00,  3.5331527e+00
 9.8276364e+00,  2.0928342e+00,  1.7324841e+00,  2.9150063e+00,  3.4999639e+00
 1.0018629e+01,  2.1636775e+00,  1.8327001e+00,  2.9086494e+00,  3.4703840e+00
 1.0209577e+01,  2.2342704e+00,  1.9309639e+00,  2.9001240e+00,  3.4440617e+00
 1.0400483e+01,  2.3040750e+00,  2.0268794e+00,  2.8898551e+00,  3.4207025e+00
 1.0591344e+01,  2.3725849e+00,  2.1201474e+00,  2.8782371e+00,  3.4000566e+00
 1.0782163e+01,  2.4393467e+00,  2.2105301e+00,  2.8656307e+00,  3.3819070e+00
 1.0972939e+01,  2.5039736e+00,  2.2978265e+00,  2.8523588e+00,  3.3660592e+00
 1.1163666e+01,  2.5660550e+00,  2.3817635e+00,  2.8385977e+00,  3.3522058e+00
 1.1354341e+01,  2.6253914e+00,  2.4622034e+00,  2.8246369e+00,  3.3402287e+00
 1.1544966e+01,  2.6818844e+00,  2.5390501e+00,  2.8107449e+00,  3.3300383e+00
 1.1735543e+01,  2.7354470e+00,  2.6121738e+00,  2.7970844e+00,  3.3214697e+00
 1.1926072e+01,  2.7860525e+00,  2.6814712e+00,  2.7837799e+00,  3.3143597e+00
 1.2116558e+01,  2.8337242e+00,  2.7468708e+00,  2.7709199e+00,  3.3085461e+00
 1.2307001e+01,  2.8785253e+00,  2.8083364e+00,  2.7585604e+00,  3.3038683e+00
 1.2497405e+01,  2.9205488e+00,  2.8658762e+00,  2.7467288e+00,  3.3001680e+00
 1.2687772e+01,  2.9599087e+00,  2.9195369e+00,  2.7354279e+00,  3.2972903e+00
 1.2878101e+01,  2.9966844e+00,  2.9693519e+00,  2.7245977e+00,  3.2950323e+00
 1.3068390e+01,  3.0309860e+00,  3.0154047e+00,  2.7141872e+00,  3.2932256e+00
 1.3258643e+01,  3.0630249e+00,  3.0578996e+00,  2.7042215e+00,  3.2918152e+00
 1.3448863e+01,  3.0929347e+00,  3.0969819e+00,  2.6946495e+00,  3.2906703e+00
 1.3639051e+01,  3.1208435e+00,  3.1328044e+00,  2.6854164e+00,  3.2896694e+00
 1.3829210e+01,  3.1468718e+00,  3.1655213e+00,  2.6764667e+00,  3.2887015e+00
 1.4019343e+01,  3.1711311e+00,  3.1952836e+00,  2.6677471e+00,  3.2876675e+00
 1.4209452e+01,  3.1937231e+00,  3.2222362e+00,  2.6592087e+00,  3.2864812e+00
 1.4399537e+01,  3.2147402e+00,  3.2465157e+00,  2.6508078e+00,  3.2850701e+00
 1.4589601e+01,  3.2342652e+00,  3.2682488e+00,  2.6425078e+00,  3.2833764e+00
 1.4779643e+01,  3.2523715e+00,  3.2875529e+00,  2.6342790e+00,  3.2813575e+00
 1.4969665e+01,  3.2691240e+00,  3.3045371e+00,  2.6260993e+00,  3.2789854e+00
 1.5159667e+01,  3.2845794e+00,  3.3193026e+00,  2.6179541e+00,  3.2762468e+00
 1.5349648e+01,  3.2987872e+00,  3.3319452e+00,  2.6098353e+00,  3.2731423e+00
 1.5539609e+01,  3.3117908e+00,  3.3425564e+00,  2.6017416e+00,  3.2696852e+00
 1.5729549e+01,  3.3236280e+00,  3.3512265e+00,  2.5936771e+00,  3.2658999e+00
 1.5919466e+01,  3.3343322e+00,  3.3580451e+00,  2.5856508e+00,  3.2618208e+00
 1.6109360e+01,  3.3439329e+00,  3.3631004e+00,  2.5776757e+00,  3.2574897e+00
 1.6299230e+01,  3.3524571e+00,  3.3664830e+00,  2.5697677e+00,  3.2529544e+00
 1.6489074e+01,  3.3599298e+00,  3.3682866e+00,  2.5619451e+00,  3.2482665e+00
 1.6678892e+01,  3.3663750e+00,  3.3686078e+00,  2.5542273e+00,  3.2434797e+00
 1.6868681e+01,  3.3718166e+00,  3.3675473e+00,  2.5466344e+00,  3.2386479e+00
 1.7058441e+01,  3.3762793e+00,  3.3652126e+00,  2.5391861e+00,  3.2338234e+00
 1.7248170e+01,  3.3797889e+00,  3.3617143e+00,  2.5319014e+00,  3.2290560e+00
 1.7437867e+01,  3.3823742e+00,  3.3571651e+00,  2.5247979e+00,  3.2243916e+00
 1.7627528e+01,  3.3840028e+00,  3.3516168e+00,  2.5178443e+00,  3.2198112e+00
 1.7817150e+01,  3.3847467e+00,  3.3452220e+00,  2.5110826e+00,  3.2153861e+00
 1.8006732e+01,  3.3846691e+00,  3.3381202e+00,  2.5045427e+00,  3.2111703e+00
 1.8196273e+01,  3.3838120e+00,  3.3304237e+00,  2.4982336e+00,  3.2071876e+00
 1.8385774e+01,  3.3822209e+00,  3.3222419e+00,  2.4921616e+00,  3.2034557e+00
 1.8575234e+01,  3.3799449e+00,  3.3136793e+00,  2.4863305e+00,  3.1999866e+00
 1.8764652e+01,  3.3770363e+00,  3.3048344e+00,  2.4807414e+00,  3.1967860e+00
 1.8954028e+01,  3.3735853e+00,  3.2957971e+00,  2.4753930e+00,  3.1938509e+00
 1.9143363e+01,  3.3696065e+00,  3.2866539e+00,  2.4702821e+00,  3.1911800e+00
 1.9332657e+01,  3.3651587e+00,  3.2774822e+00,  2.4654033e+00,  3.1887653e+00
 1.9521911e+01,  3.3603004e+00,  3.2683489e+00,  2.4607493e+00,  3.1865936e+00
 1.9711125e+01,  3.3550921e+00,  3.2593128e+00,  2.4563115e+00,  3.1846483e+00
 1.9900299e+01,  3.3495938e+00,  3.2504242e+00,  2.4520800e+00,  3.1829102e+00
 2.0089435e+01,  3.3438644e+00,  3.2417248e+00,  2.4480436e+00,  3.1813579e+00
 2.0278535e+01,  3.3379607e+00,  3.2332485e+00,  2.4441904e+00,  3.1799685e+00
 2.0467597e+01,  3.3319366e+00,  3.2250215e+00,  2.4405076e+00,  3.1787180e+00
 2.0656625e+01,  3.3258424e+00,  3.2170628e+00,  2.4369821e+00,  3.1775819e+00
 2.0845619e+01,  3.3197246e+00,  3.2093851e+00,  2.4336004e+00,  3.1765359e+00
 2.1034581e+01,  3.3136255e+00,  3.2019950e+00,  2.4303491e+00,  3.1755561e+00
 2.1223511e+01,  3.3075829e+00,  3.1948940e+00,  2.4272152e+00,  3.1746199e+00
 2.1412412e+01,  3.3016301e+00,  3.1880791e+00,  2.4241861e+00,  3.1737058e+00
 2.1601285e+01,  3.2957956e+00,  3.1815435e+00,  2.4212502e+00,  3.1727943e+00
 2.1790130e+01,  3.2901034e+00,  3.1752771e+00,  2.4183967e+00,  3.1718681e+00
 2.1978950e+01,  3.2845732e+00,  3.1692670e+00,  2.4156159e+00,  3.1709122e+00
 2.2167746e+01,  3.2792202e+00,  3.1634987e+00,  2.4128993e+00,  3.1699143e+00
 2.2356519e+01,  3.2740554e+00,  3.1579559e+00,  2.4102396e+00,  3.1688646e+00
 2.2545270e+01,  3.2690863e+00,  3.1526214e+00,  2.4076308e+00,  3.1677565e+00
 2.2734001e+01,  3.2643165e+00,  3.1474778e+00,  2.4050678e+00,  3.1665859e+00
 2.2922712e+01,  3.2597468e+00,  3.1425074e+00,  2.4025470e+00,  3.1653514e+00
 2.3111405e+01,  3.2553749e+00,  3.1376931e+00,  2.4000656e+00,  3.1640544e+00
 2.3300080e+01,  3.2511961e+00,  3.1330182e+00,  2.3976217e+00,  3.1626985e+00
 2.3488738e+01,  3.2472037e+00,  3.1284675e+00,  2.3952142e+00,  3.1612895e+00
 2.3677381e+01,  3.2433891e+00,  3.1240268e+00,  2.3928428e+00,  3.1598350e+00
 2.3866008e+01,  3.2397422e+00,  3.1196833e+00,  2.3905075e+00,  3.1583439e+00
 2.4054620e+01,  3.2362297e+00,  3.1154047e+00,  2.3881924e+00,  3.1568046e+00
 2.4243216e+01,  3.2328627e+00,  3.1112037e+00,  2.3859154e+00,  3.1552506e+00
 2.4431796e+01,  3.2296290e+00,  3.1070732e+00,  2.3836773e+00,  3.1536933e+00
 2.4620363e+01,  3.2265164e+00,  3.1030076e+00,  2.3814794e+00,  3.1521443e+00
 2.4808914e+01,  3.2235127e+00,  3.0990034e+00,  2.3793229e+00,  3.1506151e+00
 2.4997452e+01,  3.2206061e+00,  3.0950589e+00,  2.3772089e+00,  3.1491168e+00
 2.5185975e+01,  3.2178182e+00,  3.0911747e+00,  2.3751392e+00,  3.1476572e+00
 2.5374485e+01,  3.2151022e+00,  3.0873515e+00,  2.3731143e+00,  3.1462480e+00
 2.5562980e+01,  3.2124474e+00,  3.0835922e+00,  2.3711350e+00,  3.1448977e+00
 2.5751462e+01,  3.2098444e+00,  3.0799003e+00,  2.3692019e+00,  3.1436131e+00
 2.5939930e+01,  3.2072863e+00,  3.0762803e+00,  2.3673156e+00,  3.1423998e+00
 2.6128384e+01,  3.2047679e+00,  3.0727373e+00,  2.3654765e+00,  3.1412618e+00
 2.6316824e+01,  3.2022854e+00,  3.0692768e+00,  2.3636847e+00,  3.1402018e+00
 2.6505250e+01,  3.1998363e+00,  3.0659044e+00,  2.3619400e+00,  3.1392211e+00
 2.6693663e+01,  3.1974194e+00,  3.0626259e+00,  2.3602420e+00,  3.1383198e+00
 2.6882061e+01,  3.1950341e+00,  3.0594467e+00,  2.3585901e+00,  3.1374965e+00
 2.7070446e+01,  3.1926811e+00,  3.0563716e+00,  2.3569831e+00,  3.1367487e+00
 2.7258818e+01,  3.1903617e+00,  3.0534051e+00,  2.3554201e+00,  3.1360728e+00
 2.7447175e+01,  3.1880778e+00,  3.0505509e+00,  2.3538996e+00,  3.1354642e+00
 2.7635520e+01,  3.1858319e+00,  3.0478117e+00,  2.3524203e+00,  3.1349176e+00
 2.7823851e+01,  3.1836272e+00,  3.0451896e+00,  2.3509808e+00,  3.1344269e+00
 2.8012168e+01,  3.1814670e+00,  3.0426856e+00,  2.3495795e+00,  3.1339857e+00
 2.8200473e+01,  3.1793549e+00,  3.0402999e+00,  2.3482151e+00,  3.1335871e+00
 2.8388765e+01,  3.1772946e+00,  3.0380317e+00,  2.3468864e+00,  3.1332243e+00
 2.8577045e+01,  3.1752896e+00,  3.0358792e+00,  2.3455921e+00,  3.1328903e+00
 2.8765313e+01,  3.1733436e+00,  3.0338402e+00,  2.3443311e+00,  3.1325785e+00
 2.8953569e+01,  3.1714597e+00,  3.0319112e+00,  2.3431024e+00,  3.1322823e+00
 2.9141814e+01,  3.1696408e+00,  3.0300884e+00,  2.3419049e+00,  3.1319958e+00
 2.9330047e+01,  3.1678895e+00,  3.0283672e+00,  2.3407380e+00,  3.1317134e+00
 2.9518270e+01,  3.1662078e+00,  3.0267425e+00,  2.3396008e+00,  3.1314304e+00
 2.9706482e+01,  3.1645970e+00,  3.0252090e+00,  2.3384927e+00,  3.1311425e+00
 2.9894685e+01,  3.1630851e+00,  3.0237628e+00,  2.3374144e+00,  3.1308444e+00
 3.0082878e+01,  3.1616436e+00,  3.0223950e+00,  2.3363641e+00,  3.1305352e+00
 3.0271062e+01,  3.1602703e+00,  3.0211004e+00,  2.3353415e+00,  3.1302135e+00
 3.0459238e+01,  3.1589633e+00,  3.0198728e+00,  2.3343463e+00,  3.1298775e+00
 3.0647405e+01,  3.1577206e+00,  3.0187063e+00,  2.3333784e+00,  3.1295265e+00
 3.0835564e+01,  3.1565406e+00,  3.0175949e+00,  2.3324378e+00,  3.1291603e+00
 3.1023716e+01,  3.1554215e+00,  3.0165332e+00,  2.3315244e+00,  3.1287796e+00
 3.1211860e+01,  3.1543612e+00,  3.0155160e+00,  2.3306381e+00,  3.1283856e+00
 3.1399998e+01,  3.1533575e+00,  3.0145386e+00,  2.3297789e+00,  3.1279800e+00
 3.1588129e+01,  3.1524076e+00,  3.0135967e+00,  2.3289466e+00,  3.1275652e+00
 3.1776254e+01,  3.1515088e+00,  3.0126863e+00,  2.3281407e+00,  3.1271437e+00
 3.1964373e+01,  3.1506576e+00,  3.0118039e+00,  2.3273608e+00,  3.1267184e+00
 3.2152486e+01,  3.1498507e+00,  3.0109466e+00,  2.3266062e+00,  3.1262923e+00
 3.2340594e+01,  3.1490846e+00,  3.0101119e+00,  2.3258762e+00,  3.1258684e+00
 3.2528697e+01,  3.1483558e+00,  3.0092975e+00,  2.3251702e+00,  3.1254497e+00
 3.2716794e+01,  3.1476606e+00,  3.0085019e+00,  2.3244873e+00,  3.1250392e+00
 3.2904887e+01,  3.1469956e+00,  3.0077238e+00,  2.3238268e+00,  3.1246395e+00
 3.3092975e+01,  3.1463576e+00,  3.0069625e+00,  2.3231879e+00,  3.1242532e+00
 3.3281058e+01,  3.1457435e+00,  3.0062173e+00,  2.3225698e+00,  3.1238824e+00
 3.3469137e+01,  3.1451506e+00,  3.0054883e+00,  2.3219718e+00,  3.1235292e+00
 3.3657212e+01,  3.1445762e+00,  3.0047755e+00,  2.3213932e+00,  3.1231952e+00
 3.3845283e+01,  3.1440182e+00,  3.0040793e+00,  2.3208331e+00,  3.1228816e+00
 3.4033349e+01,  3.1434748e+00,  3.0034003e+00,  2.3202908e+00,  3.1225894e+00
 3.4221411e+01,  3.1429442e+00,  3.0027391e+00,  2.3197656e+00,  3.1223192e+00
 3.4409470e+01,  3.1424483e+00,  3.0021012e+00,  2.3192598e+00,  3.1220699e+00
 3.4597524e+01,  3.1419617e+00,  3.0014816e+00,  2.3187696e+00,  3.1218422e+00
 3.4785575e+01,  3.1414832e+00,  3.0008821e+00,  2.3182944e+00,  3.1216364e+00
 3.4973621e+01,  3.1410114e+00,  3.0003031e+00,  2.3178336e+00,  3.1214514e+00
 3.5161665e+01,  3.1405458e+00,  2.9997453e+00,  2.3173866e+00,  3.1212861e+00
 3.5349704e+01,  3.1400862e+00,  2.9992093e+00,  2.3169527e+00,  3.1211392e+00
 3.5537740e+01,  3.1396331e+00,  2.9986955e+00,  2.3165317e+00,  3.1210091e+00
 3.5725772e+01,  3.1391875e+00,  2.9982043e+00,  2.3161229e+00,  3.1208943e+00
 3.5913801e+01,  3.1387502e+00,  2.9977359e+00,  2.3157260e+00,  3.1207932e+00
 3.6101827e+01,  3.1383224e+00,  2.9972906e+00,  2.3153405e+00,  3.1207041e+00
 3.6289849e+01,  3.1379052e+00,  2.9968684e+00,  2.3149659e+00,  3.1206254e+00
 3.6477868e+01,  3.1374998e+00,  2.9964689e+00,  2.3146016e+00,  3.1205552e+00
 3.6665884e+01,  3.1371069e+00,  2.9960919e+00,  2.3142471e+00,  3.1204921e+00
 3.6853897e+01,  3.1367277e+00,  2.9957367e+00,  2.3139019e+00,  3.1204344e+00
 3.7041907e+01,  3.1363627e+00,  2.9954028e+00,  2.3135657e+00,  3.1203806e+00
 3.7229914e+01,  3.1360125e+00,  2.9950892e+00,  2.3132380e+00,  3.1203292e+00
 3.7417919e+01,  3.1356778e+00,  2.9947950e+00,  2.3129185e+00,  3.1202789e+00
 3.7605920e+01,  3.1353587e+00,  2.9945190e+00,  2.3126071e+00,  3.1202286e+00
 3.7793919e+01,  3.1350555e+00,  2.9942602e+00,  2.3123035e+00,  3.1201773e+00
 3.7981916e+01,  3.1347682e+00,  2.9940171e+00,  2.3120077e+00,  3.1201242e+00
 3.8169910e+01,  3.1344966e+00,  2.9937887e+00,  2.3117196e+00,  3.1200686e+00
 3.8357902e+01,  3.1342406e+00,  2.9935735e+00,  2.3114392e+00,  3.1200102e+00
 3.8545892e+01,  3.1339998e+00,  2.9933704e+00,  2.3111665e+00,  3.1199487e+00
 3.8733880e+01,  3.1337737e+00,  2.9931780e+00,  2.3109017e+00,  3.1198839e+00
 3.8921865e+01,  3.1335618e+00,  2.9929951e+00,  2.3106447e+00,  3.1198161e+00
 3.9109849e+01,  3.1333634e+00,  2.9928206e+00,  2.3103956e+00,  3.1197453e+00
 3.9297831e+01,  3.1331779e+00,  2.9926534e+00,  2.3101544e+00,  3.1196719e+00
 3.9485811e+01,  3.1330189e+00,  2.9924957e+00,  2.3099254e+00,  3.1195962e+00
 3.9673790e+01,  3.1328702e+00,  2.9923425e+00,  2.3097043e+00,  3.1195191e+00
 3.9861767e+01,  3.1327304e+00,  2.9921939e+00,  2.3094911e+00,  3.1194414e+00
 4.0049742e+01,  3.1325982e+00,  2.9920493e+00,  2.3092856e+00,  3.1193634e+00
 4.0237716e+01,  3.1324725e+00,  2.9919081e+00,  2.3090878e+00,  3.1192857e+00
 4.0425688e+01,  3.1323522e+00,  2.9917699e+00,  2.3088977e+00,  3.1192087e+00
 4.0613659e+01,  3.1322367e+00,  2.9916342e+00,  2.3087153e+00,  3.1191329e+00
 4.0801629e+01,  3.1321253e+00,  2.9915010e+00,  2.3085404e+00,  3.1190590e+00
 4.0989598e+01,  3.1320177e+00,  2.9913701e+00,  2.3083729e+00,  3.1189874e+00
 4.1177565e+01,  3.1319135e+00,  2.9912416e+00,  2.3082127e+00,  3.1189187e+00
 4.1365531e+01,  3.1318123e+00,  2.9911155e+00,  2.3080594e+00,  3.1188535e+00
 4.1553496e+01,  3.1317138e+00,  2.9909920e+00,  2.3079126e+00,  3.1187923e+00
 4.1741460e+01,  3.1316179e+00,  2.9908712e+00,  2.3077720e+00,  3.1187354e+00
 4.1929423e+01,  3.1315242e+00,  2.9907532e+00,  2.3076371e+00,  3.1186832e+00
 4.2117384e+01,  3.1314326e+00,  2.9906384e+00,  2.3075076e+00,  3.1186359e+00
 4.2305345e+01,  3.1313428e+00,  2.9905269e+00,  2.3073829e+00,  3.1185936e+00
 4.2493304e+01,  3.1312549e+00,  2.9904188e+00,  2.3072628e+00,  3.1185564e+00
 4.2681263e+01,  3.1311686e+00,  2.9903144e+00,  2.3071467e+00,  3.1185241e+00
 4.2869220e+01,  3.1310839e+00,  2.9902138e+00,  2.3070345e+00,  3.1184968e+00
 4.3057177e+01,  3.1310008e+00,  2.9901172e+00,  2.3069258e+00,  3.1184740e+00
 4.3245132e+01,  3.1309194e+00,  2.9900246e+00,  2.3068204e+00,  3.1184557e+00
 4.3433087e+01,  3.1308396e+00,  2.9899362e+00,  2.3067180e+00,  3.1184414e+00
 4.3621041e+01,  3.1307616e+00,  2.9898521e+00,  2.3066186e+00,  3.1184309e+00
 4.3808994e+01,  3.1306855e+00,  2.9897722e+00,  2.3065218e+00,  3.1184237e+00
 4.3996946e+01,  3.1306113e+00,  2.9896967e+00,  2.3064277e+00,  3.1184196e+00
 4.4184897e+01,  3.1305392e+00,  2.9896254e+00,  2.3063361e+00,  3.1184181e+00
 4.4372847e+01,  3.1304694e+00,  2.9895584e+00,  2.3062469e+00,  3.1184188e+00
 4.4560797e+01,  3.1304020e+00,  2.9894955e+00,  2.3061600e+00,  3.1184213e+00
 4.4748746e+01,  3.1303371e+00,  2.9894367e+00,  2.3060753e+00,  3.1184253e+00
 4.4936694e+01,  3.1302849e+00,  2.9893852e+00,  2.3059981e+00,  3.1184278e+00
 4.5124641e+01,  3.1302350e+00,  2.9893362e+00,  2.3059230e+00,  3.1184311e+00
 4.5312587e+01,  3.1301875e+00,  2.9892905e+00,  2.3058500e+00,  3.1184353e+00
 4.5500533e+01,  3.1301420e+00,  2.9892478e+00,  2.3057791e+00,  3.1184399e+00
 4.5688479e+01,  3.1300982e+00,  2.9892076e+00,  2.3057101e+00,  3.1184446e+00
 4.5876423e+01,  3.1300561e+00,  2.9891699e+00,  2.3056430e+00,  3.1184489e+00
 4.6064367e+01,  3.1300156e+00,  2.9891345e+00,  2.3055780e+00,  3.1184529e+00
 4.6252311e+01,  3.1299768e+00,  2.9891013e+00,  2.3055151e+00,  3.1184563e+00
 4.6440254e+01,  3.1299396e+00,  2.9890701e+00,  2.3054544e+00,  3.1184589e+00
 4.6628196e+01,  3.1299041e+00,  2.9890408e+00,  2.3053959e+00,  3.1184607e+00
 4.6816138e+01,  3.1298703e+00,  2.9890133e+00,  2.3053397e+00,  3.1184617e+00
 4.7004080e+01,  3.1298384e+00,  2.9889875e+00,  2.3052856e+00,  3.1184618e+00
 4.7192021e+01,  3.1298083e+00,  2.9889632e+00,  2.3052338e+00,  3.1184611e+00
 4.7379961e+01,  3.1297801e+00,  2.9889403e+00,  2.3051840e+00,  3.1184597e+00
 4.7567901e+01,  3.1297538e+00,  2.9889188e+00,  2.3051363e+00,  3.1184576e+00
 4.7755841e+01,  3.1297293e+00,  2.9888984e+00,  2.3050905e+00,  3.1184551e+00
 4.7943780e+01,  3.1297066e+00,  2.9888791e+00,  2.3050466e+00,  3.1184521e+00
 4.8131718e+01,  3.1296856e+00,  2.9888608e+00,  2.3050044e+00,  3.1184489e+00
 4.8319657e+01,  3.1296663e+00,  2.9888433e+00,  2.3049640e+00,  3.1184454e+00
 4.8507595e+01,  3.1296486e+00,  2.9888264e+00,  2.3049251e+00,  3.1184419e+00
 4.8695532e+01,  3.1296323e+00,  2.9888102e+00,  2.3048878e+00,  3.1184384e+00
 4.8883470e+01,  3.1296173e+00,  2.9887944e+00,  2.3048519e+00,  3.1184350e+00
 4.9071406e+01,  3.1296036e+00,  2.9887791e+00,  2.3048175e+00,  3.1184318e+00
 4.9259343e+01,  3.1295909e+00,  2.9887641e+00,  2.3047844e+00,  3.1184289e+00
 4.9447279e+01,  3.1295793e+00,  2.9887494e+00,  2.3047526e+00,  3.1184265e+00
 4.9635215e+01,  3.1295686e+00,  2.9887350e+00,  2.3047221e+00,  3.1184246e+00
 4.9823151e+01,  3.1295586e+00,  2.9887208e+00,  2.3046928e+00,  3.1184233e+00
 5.0011086e+01,  3.1295494e+00,  2.9887068e+00,  2.3046646e+00,  3.1184227e+00
 5.0199021e+01,  3.1295407e+00,  2.9886930e+00,  2.3046376e+00,  3.1184229e+00
 5.0386956e+01,  3.1295325e+00,  2.9886795e+00,  2.3046116e+00,  3.1184239e+00
 5.0574891e+01,  3.1295247e+00,  2.9886662e+00,  2.3045866e+00,  3.1184258e+00
 5.0762825e+01,  3.1295173e+00,  2.9886532e+00,  2.3045626e+00,  3.1184286e+00
 5.0950759e+01,  3.1295101e+00,  2.9886405e+00,  2.3045396e+00,  3.1184323e+00
 5.1138693e+01,  3.1295061e+00,  2.9886302e+00,  2.3045219e+00,  3.1184339e+00
 5.1326626e+01,  3.1295026e+00,  2.9886202e+00,  2.3045051e+00,  3.1184364e+00
 5.1514560e+01,  3.1294994e+00,  2.9886107e+00,  2.3044891e+00,  3.1184398e+00
 5.1702493e+01,  3.1294963e+00,  2.9886013e+00,  2.3044736e+00,  3.1184438e+00
 5.1890426e+01,  3.1294931e+00,  2.9885923e+00,  2.3044586e+00,  3.1184484e+00
 5.2078359e+01,  3.1294899e+00,  2.9885834e+00,  2.3044440e+00,  3.1184534e+00
 5.2266291e+01,  3.1294865e+00,  2.9885749e+00,  2.3044299e+00,  3.1184588e+00
 5.2454224e+01,  3.1294830e+00,  2.9885665e+00,  2.3044162e+00,  3.1184647e+00
